State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Uttar Pradesh",Kannuj,Chhibramau(Kannuj),Banana,"Banana - Ripe",Medium,09/03/2024,2480,2700,2550
"Uttar Pradesh",Kannuj,Chhibramau(Kannuj),Mustard,Sarson(Black),FAQ,09/03/2024,4700,5000,4900
"Uttar Pradesh",Mainpuri,Bewar,Paddy(Dhan)(Basmati),"Basmati 1509",FAQ,09/03/2024,2300,2900,2600
"Uttar Pradesh",Mainpuri,Bewar,Potato,Local,FAQ,09/03/2024,700,780,740
"Uttar Pradesh",Mainpuri,Mainpuri,Onion,Red,FAQ,09/03/2024,1600,1950,1720
"Uttar Pradesh",Muzaffarnagar,Kairana,Cabbage,Cabbage,FAQ,09/03/2024,700,800,750
"Uttar Pradesh",Muzaffarnagar,Kairana,Carrot,Carrot,FAQ,09/03/2024,800,900,850
"Uttar Pradesh",Muzaffarnagar,Kairana,Ginger(Green),"Green Ginger",FAQ,09/03/2024,5400,5500,5450
"Uttar Pradesh",Muzaffarnagar,Kairana,Potato,Desi,FAQ,09/03/2024,700,800,750
"Uttar Pradesh",Muzaffarnagar,Kairana,Tomato,Hybrid,FAQ,09/03/2024,1400,1500,1450
"Uttar Pradesh",Pillibhit,Puranpur,"Bottle gourd","Bottle Gourd",FAQ,09/03/2024,1715,1785,1750
"Uttar Pradesh",Rampur,Rampur,Apple,Delicious,Medium,09/03/2024,7300,7400,7350
"Uttar Pradesh",Rampur,Rampur,Potato,Desi,FAQ,09/03/2024,1000,1100,1050
"Uttar Pradesh",Rampur,Rampur,Tomato,Deshi,FAQ,09/03/2024,1700,1800,1750
"Uttar Pradesh",Shahjahanpur,Puwaha,Potato,Desi,FAQ,09/03/2024,900,1100,1000
"Uttar Pradesh",Shahjahanpur,Puwaha,Tomato,Hybrid,FAQ,09/03/2024,1760,1960,1860
"Uttar Pradesh",Sitapur,"Hargaon (Laharpur)",Potato,Local,FAQ,09/03/2024,750,850,800
"Uttar Pradesh",Sitapur,Misrikh,Tomato,Tomato,FAQ,09/03/2024,750,850,800
"Uttar Pradesh",Sitapur,Misrikh,Wood,Other,FAQ,09/03/2024,340,495,395
Uttrakhand,Haridwar,Manglaur,Apple,Other,Medium,09/03/2024,3000,4000,3500
Uttrakhand,Haridwar,Manglaur,Banana,Other,Medium,09/03/2024,1000,1200,1100
Uttrakhand,Haridwar,Manglaur,"Green Peas","Gemin Peas Dal",FAQ,09/03/2024,1200,1400,1300
Uttrakhand,Haridwar,Manglaur,Pomegranate,Other,Medium,09/03/2024,2500,3000,2800
Uttrakhand,Haridwar,Manglaur,Tomato,Other,FAQ,09/03/2024,800,1600,1300
Uttrakhand,Haridwar,Roorkee,Carrot,Other,FAQ,09/03/2024,700,900,800
Uttrakhand,UdhamSinghNagar,Gadarpur,Rice,Other,FAQ,09/03/2024,3130,7590,3975
Uttrakhand,UdhamSinghNagar,Kicchha,Orange,Nagpuri,Small,09/03/2024,4100,4300,4200
Uttrakhand,UdhamSinghNagar,Kicchha,Papaya,Papaya,Small,09/03/2024,1100,1400,1300
Uttrakhand,UdhamSinghNagar,Kicchha,Tomato,Tomato,FAQ,09/03/2024,800,1000,900
Uttrakhand,UdhamSinghNagar,Rudrapur,Apple,Other,Medium,09/03/2024,5000,8000,6000
Uttrakhand,UdhamSinghNagar,Rudrapur,Ginger(Dry),Other,FAQ,09/03/2024,8000,12000,9000
Uttrakhand,UdhamSinghNagar,Rudrapur,Grapes,Other,Medium,09/03/2024,3000,4000,3500
"West Bengal",Bankura,"Bankura Sadar","Masur Dal","Masur Dal",FAQ,09/03/2024,8000,9700,9600
"West Bengal",Bankura,"Bankura Sadar",Mustard,Mustard,FAQ,09/03/2024,4800,5600,5500
"West Bengal",Bankura,"Bankura Sadar",Paddy(Dhan)(Common),Common,FAQ,09/03/2024,2000,2203,2183
"West Bengal",Burdwan,Asansol,"Green Gram Dal (Moong Dal)","Green Gram Dal",FAQ,09/03/2024,10600,11000,10800
"West Bengal",Burdwan,Asansol,"Lentil (Masur)(Whole)","Masur Dal",FAQ,09/03/2024,9400,9550,9450
"West Bengal",Burdwan,Asansol,Peas(Dry),Peas(Dry),FAQ,09/03/2024,5200,5500,5350
"West Bengal",Burdwan,Asansol,Potato,Jyoti,FAQ,09/03/2024,1100,1220,1200
"West Bengal",Darjeeling,Darjeeling,"French Beans (Frasbean)",Other,FAQ,09/03/2024,3900,4100,4000
"West Bengal",Darjeeling,Darjeeling,Potato,Other,FAQ,09/03/2024,1900,2100,2000
"West Bengal",Darjeeling,Darjeeling,Tomato,Other,FAQ,09/03/2024,2800,3000,2900
"West Bengal",Darjeeling,Karsiyang(Matigara),"French Beans (Frasbean)",Other,FAQ,09/03/2024,7000,8000,7500
"West Bengal",Darjeeling,Siliguri,Banana,Other,Large,09/03/2024,2250,2300,2280
"West Bengal",Darjeeling,Siliguri,"Green Gram Dal (Moong Dal)","Green Gram Dal",FAQ,09/03/2024,9800,10200,10000
"West Bengal",Jalpaiguri,Belacoba,Brinjal,Other,FAQ,09/03/2024,1200,1400,1300
"West Bengal",Jalpaiguri,Belacoba,Tomato,Other,FAQ,09/03/2024,1100,1300,1200
"West Bengal",Jalpaiguri,"Jalpaiguri Sadar","Squash(Chappal Kadoo)",Other,FAQ,09/03/2024,400,600,500
"West Bengal",Medinipur(W),Ghatal,Mustard,"Yellow (Black)",FAQ,09/03/2024,5520,5590,5560
"West Bengal",Medinipur(W),Ghatal,Onion,Onion,FAQ,09/03/2024,2040,2120,2070
"West Bengal","North 24 Parganas",Barasat,"Bitter gourd",Other,FAQ,09/03/2024,4000,4000,4000
"Andaman and Nicobar","North and Middle Andaman ",Diglipur,Beetroot,Other,FAQ,09/03/2024,8000,12000,10000
"Andaman and Nicobar","North and Middle Andaman ",Diglipur,"Bitter gourd",Other,FAQ,09/03/2024,4000,6000,4500
"Andaman and Nicobar","North and Middle Andaman ",Diglipur,Brinjal,Other,FAQ,09/03/2024,4000,6000,4500
"Andaman and Nicobar","North and Middle Andaman ",Diglipur,Cabbage,Other,FAQ,09/03/2024,4000,6000,5000
"Andaman and Nicobar","North and Middle Andaman ",Diglipur,Coconut,Coconut,FAQ,09/03/2024,1200,2000,1500
"Andaman and Nicobar","North and Middle Andaman ",Diglipur,Cucumbar(Kheera),Other,FAQ,09/03/2024,4000,6000,4500
"Andaman and Nicobar","North and Middle Andaman ",Diglipur,Ridgeguard(Tori),Other,FAQ,09/03/2024,4000,6000,5000
Bihar,Kishanganj,Bahadurganj,Onion,Medium,FAQ,09/03/2024,2300,2500,2400
Bihar,Rohtas,Sasaram,Onion,Medium,FAQ,09/03/2024,2000,3000,2500
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Apple,Apple,Medium,09/03/2024,6000,12000,10000
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Grapes,Other,Medium,09/03/2024,5000,8000,7000
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Pumpkin,Other,FAQ,09/03/2024,1500,2500,2200
Chattisgarh,Bilaspur,Kota,Lak(Teora),Other,FAQ,09/03/2024,3300,3300,3300
Chattisgarh,Dhamtari,Boraee,Paddy(Dhan)(Common),"I.R. 36",FAQ,09/03/2024,1850,1850,1850
Chattisgarh,Durg,Durg,Cucumbar(Kheera),Cucumbar,FAQ,09/03/2024,900,1000,1000
Chattisgarh,Durg,Durg,Orange,Nagpuri,Medium,09/03/2024,5000,6000,5000
Chattisgarh,Durg,Durg,Potato,Potato,FAQ,09/03/2024,1000,1200,1000
Chattisgarh,Durg,Durg,Raddish,Raddish,FAQ,09/03/2024,1100,1200,1200
Chattisgarh,Jashpur,Jaspur,Maize,Local,FAQ,09/03/2024,2100,2100,2100
Chattisgarh,Mahasamund,Jhalap,Paddy(Dhan)(Common),"Paddy fine",FAQ,09/03/2024,1925,2000,2000
Chattisgarh,Mahasamund,Mahasamund,Paddy(Dhan)(Common),"Paddy fine",FAQ,09/03/2024,2100,2100,2100
Chattisgarh,Rajnandgaon,Rajnandgaon,"Bitter gourd","Bitter Gourd",FAQ,09/03/2024,3000,4000,3500
Chattisgarh,Rajnandgaon,Rajnandgaon,Lemon,Lemon,FAQ,09/03/2024,5000,6000,5500
Chattisgarh,Rajnandgaon,Rajnandgaon,Onion,Onion,FAQ,09/03/2024,1400,2000,1700
Chattisgarh,Rajnandgaon,Rajnandgaon,Tomato,Local,FAQ,09/03/2024,1600,2000,1800
Gujarat,Amreli,Bagasara,"Arhar (Tur/Red Gram)(Whole)","777 New Ind",FAQ,09/03/2024,5200,8050,6625
Gujarat,Amreli,Bagasara,Wheat,"Lokwan Gujrat",FAQ,09/03/2024,1750,2565,2157
Gujarat,Amreli,Rajula,"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,09/03/2024,6255,9000,7628
Gujarat,Amreli,Rajula,Wheat,PISSI,FAQ,09/03/2024,2200,3090,2645
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Brinjal,Brinjal,FAQ,09/03/2024,500,750,600
Gujarat,Anand,"Anand(Veg,Yard,Anand)","Green Chilli","Green Chilly",FAQ,09/03/2024,4000,4500,4200
Gujarat,Banaskanth,"Deesa(Deesa Veg Yard)",Ginger(Green),Other,FAQ,09/03/2024,9000,10700,9850
Gujarat,Banaskanth,"Deesa(Deesa Veg Yard)","Green Chilli",Other,FAQ,09/03/2024,4000,6750,5375
Gujarat,Banaskanth,"Deesa(Deesa Veg Yard)",Onion,Other,FAQ,09/03/2024,1500,2350,1925
Gujarat,Dahod,"Dahod(Veg. Market)",Pumpkin,Pumpkin,FAQ,09/03/2024,1000,2000,1800
Gujarat,Gandhinagar,Dehgam,"Castor Seed",Other,FAQ,09/03/2024,5600,5760,5680
Gujarat,Gandhinagar,Dehgam(Rekhiyal),"Bajra(Pearl Millet/Cumbu)",Other,FAQ,09/03/2024,2050,2175,2112
Gujarat,Gandhinagar,Dehgam(Rekhiyal),Paddy(Dhan)(Common),Other,FAQ,09/03/2024,2100,2300,2200
Gujarat,Gandhinagar,Dehgam(Rekhiyal),Wheat,Other,FAQ,09/03/2024,2225,2550,2387
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)",Brinjal,Brinjal,FAQ,09/03/2024,1000,1000,1000
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)",Methi(Leaves),Methi,FAQ,09/03/2024,2000,2000,2000
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)","Onion Green","Onion Green",FAQ,09/03/2024,2000,2000,2000
Gujarat,"Gir Somnath",Talalagir,"Bottle gourd",Other,FAQ,09/03/2024,3000,5000,4000
Gujarat,"Gir Somnath",Talalagir,Brinjal,Other,FAQ,09/03/2024,1000,2500,2000
Gujarat,"Gir Somnath",Talalagir,Cabbage,Other,FAQ,09/03/2024,1000,3500,2000
Gujarat,"Gir Somnath",Talalagir,Tomato,Other,FAQ,09/03/2024,2500,5000,3500
Gujarat,Jamnagar,Dhrol,"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,09/03/2024,9000,9790,9660
Gujarat,Jamnagar,Dhrol,Cotton,Other,FAQ,09/03/2024,6325,8100,7215
Gujarat,Jamnagar,Dhrol,"Methi Seeds",Other,FAQ,09/03/2024,5000,5600,5300
Gujarat,Morbi,"Vankaner(Sub yard)",Cabbage,Other,FAQ,09/03/2024,1000,1500,1250
Gujarat,Navsari,Navsari,Coriander(Leaves),Coriander,FAQ,09/03/2024,2500,3000,2750
Gujarat,Navsari,Navsari,Methi(Leaves),Methi,FAQ,09/03/2024,2500,3000,2750
Gujarat,Navsari,Navsari,"Pointed gourd (Parval)",Other,FAQ,09/03/2024,6000,6500,6250
Gujarat,Rajkot,Dhoraji,"Corriander seed","Medium Green",FAQ,09/03/2024,6530,7830,7605
Gujarat,Rajkot,Dhoraji,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,09/03/2024,12880,13105,12880
Gujarat,Rajkot,Jasdan(Vichhiya),Cotton,"Shanker 6 (B) 30mm FIne",FAQ,09/03/2024,6600,8050,7325
Gujarat,Rajkot,Rajkot,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,09/03/2024,8250,10200,9500
Gujarat,Rajkot,Rajkot,"Castor Seed",Caster,FAQ,09/03/2024,5075,5745,5700
Gujarat,Rajkot,Rajkot,"Corriander seed","Coriander Seed",FAQ,09/03/2024,6750,17750,13100
Gujarat,Rajkot,Rajkot,"Cummin Seed(Jeera)","Cummin Seed(Jeera)",FAQ,09/03/2024,22950,26400,25250
Gujarat,Rajkot,Rajkot,"Sesamum(Sesame,Gingelly,Til)",Black,FAQ,09/03/2024,14005,15275,14505
Gujarat,Surat,Mahuva(Anaval),"Pointed gourd (Parval)",Other,FAQ,09/03/2024,4300,4400,4370
Gujarat,Surat,Surat,"Bhindi(Ladies Finger)",Other,FAQ,09/03/2024,2000,4500,3250
Gujarat,Surat,Surat,Cucumbar(Kheera),Other,FAQ,09/03/2024,1000,3000,2000
Gujarat,Surat,Surat,"Mango (Raw-Ripe)",Other,FAQ,09/03/2024,4500,10000,7250
Gujarat,Surat,Surat,"Rat Tail Radish (Mogari)",Other,FAQ,09/03/2024,4000,7500,5750
Gujarat,Surat,Surat,"Surat Beans (Papadi)",Other,FAQ,09/03/2024,4300,10000,7150
Gujarat,Surat,Vyra,"Bengal Gram(Gram)(Whole)","Average (Whole)",FAQ,09/03/2024,5300,6000,5650
Gujarat,Surat,Vyra,"Gram Raw(Chholia)",Other,FAQ,09/03/2024,5500,6000,5750
Gujarat,Surendranagar,Vadhvan,Cabbage,Cabbage,FAQ,09/03/2024,1000,2000,1500
Gujarat,Surendranagar,Vadhvan,Coriander(Leaves),Coriander,FAQ,09/03/2024,1000,1500,1250
Gujarat,Surendranagar,Vadhvan,Cucumbar(Kheera),Cucumbar,FAQ,09/03/2024,2000,2500,2250
Gujarat,Surendranagar,Vadhvan,Guar,Gwar,FAQ,09/03/2024,9500,10000,9750
Gujarat,Surendranagar,Vadhvan,Lemon,Lemon,FAQ,09/03/2024,8000,8500,8250
Gujarat,Surendranagar,Vadhvan,Methi(Leaves),Methi,FAQ,09/03/2024,2000,2500,2250
Gujarat,Surendranagar,Vadhvan,"Peas Wet","Peas Wet",FAQ,09/03/2024,4500,5000,4750
Gujarat,Vadodara(Baroda),Padra,Brinjal,Other,FAQ,09/03/2024,500,750,625
Gujarat,Vadodara(Baroda),Padra,Coriander(Leaves),Other,FAQ,09/03/2024,1250,1500,1400
Gujarat,Vadodara(Baroda),Padra,"Pegeon Pea (Arhar Fali)",Other,FAQ,09/03/2024,4000,5000,4500
Haryana,Ambala,Shahzadpur,Cauliflower,Cauliflower,FAQ,09/03/2024,1100,2000,2000
Haryana,Ambala,Shahzadpur,Raddish,Raddish,FAQ,09/03/2024,800,900,800
Haryana,Hissar,Hansi,Brinjal,Other,FAQ,09/03/2024,1500,1500,1500
Haryana,Hissar,Hansi,Orange,Other,Medium,09/03/2024,4000,5000,4500
Haryana,Kurukshetra,Ladwa,Coriander(Leaves),Coriander,FAQ,09/03/2024,1200,1500,1400
Haryana,Kurukshetra,Ladwa,Kinnow,Kinnow,Medium,09/03/2024,2000,2000,2000
Haryana,Kurukshetra,Pehowa,Lemon,Other,FAQ,09/03/2024,1600,1785,1650
Haryana,Kurukshetra,Pehowa,Raddish,Other,FAQ,09/03/2024,1652,1720,1680
Haryana,Kurukshetra,Pehowa,Tomato,Other,FAQ,09/03/2024,1456,1795,1564
Haryana,Mahendragarh-Narnaul,Narnaul,"Bitter gourd",Other,FAQ,09/03/2024,3000,3000,3000
Haryana,Mahendragarh-Narnaul,Narnaul,"Onion Green",Other,FAQ,09/03/2024,2000,2000,2000
Haryana,Mahendragarh-Narnaul,Narnaul,Orange,Other,Medium,09/03/2024,2000,3000,2500
Haryana,Mahendragarh-Narnaul,Narnaul,Tomato,Other,FAQ,09/03/2024,2000,3000,2500
Haryana,Mewat,FerozpurZirkha(Nagina),Tomato,Other,FAQ,09/03/2024,2000,2400,2200
Haryana,Mewat,Nuh,Cauliflower,Other,FAQ,09/03/2024,1000,1500,1000
Haryana,Mewat,Punhana,Carrot,Other,FAQ,09/03/2024,700,800,800
Haryana,Mewat,Punhana,Chikoos(Sapota),Other,Medium,09/03/2024,2500,2500,2500
Haryana,Mewat,Punhana,Coriander(Leaves),Coriander,FAQ,09/03/2024,1000,1000,1000
Haryana,Mewat,Punhana,Garlic,Average,FAQ,09/03/2024,10000,10000,10000
Haryana,Mewat,Punhana,Tomato,Other,FAQ,09/03/2024,2000,2000,2000
Haryana,Mewat,Punhana,"Water Melon",Other,Medium,09/03/2024,1000,1000,1000
Haryana,Panchkula,"New Grain Market , Panchkula",Ginger(Green),Other,FAQ,09/03/2024,8500,9500,9000
Haryana,Panchkula,"New Grain Market , Panchkula",Kinnow,Kinnow,Large,09/03/2024,2500,3500,3000
Haryana,Panchkula,"New Grain Market , Panchkula",Tomato,Other,FAQ,09/03/2024,2000,3000,2500
Haryana,Panipat,Samalkha,"Green Chilli","Green Chilly",FAQ,09/03/2024,4000,4000,4000
Haryana,Panipat,Samalkha,Spinach,Spinach,FAQ,09/03/2024,1000,1000,1000
"Jammu and Kashmir",Anantnag,"Ashahipora (Anantnagh)",Capsicum,Other,FAQ,09/03/2024,6000,6500,6250
"Jammu and Kashmir",Anantnag,"Ashahipora (Anantnagh)",Papaya,Papaya,Large,09/03/2024,3600,3900,3750
"Jammu and Kashmir",Anantnag,"Ashahipora (Anantnagh)","Water Melon","Water Melon",Large,09/03/2024,2500,3000,2750
"Jammu and Kashmir",Kathua,Kathua,Brinjal,Other,FAQ,09/03/2024,2500,3000,2750
"Jammu and Kashmir",Kathua,Kathua,Cauliflower,Other,FAQ,09/03/2024,1000,1400,1200
"Jammu and Kashmir",Kathua,Kathua,Garlic,Garlic,FAQ,09/03/2024,15000,17000,16000
"Jammu and Kashmir",Kathua,Kathua,Kinnow,Other,Medium,09/03/2024,2000,2600,2300
"Jammu and Kashmir",Kathua,Kathua,"Peas Wet",Other,FAQ,09/03/2024,3200,3500,3350
"Jammu and Kashmir",Kathua,Kathua,Pineapple,"Pine Apple",Medium,09/03/2024,4000,4500,4250
"Jammu and Kashmir",Kathua,Kathua,Pomegranate,Pomogranate,Medium,09/03/2024,8000,10000,9000
"Jammu and Kashmir",Kathua,Kathua,Spinach,Spinach,FAQ,09/03/2024,1000,1200,1100
"Jammu and Kashmir",Kathua,Kathua,Turnip,Other,FAQ,09/03/2024,1500,1700,1600
"Jammu and Kashmir",Rajouri,"Rajouri (F&V)",Raddish,Other,FAQ,09/03/2024,1800,2000,1900
"Jammu and Kashmir",Rajouri,"Rajouri (F&V)","Round gourd",Other,FAQ,09/03/2024,2000,3000,2500
"Jammu and Kashmir",Udhampur,Udhampur,Cauliflower,Other,FAQ,09/03/2024,1400,1600,1500
Karnataka,Bangalore,Ramanagara,Beans,"Beans (Whole)",FAQ,09/03/2024,5000,7000,6200
Karnataka,Bangalore,Ramanagara,Beetroot,Beetroot,FAQ,09/03/2024,2800,3500,3200
Karnataka,Bangalore,Ramanagara,Carrot,Carrot,FAQ,09/03/2024,3200,4000,3500
Karnataka,Bangalore,Ramanagara,"Chilly Capsicum","Chilly Capsicum",FAQ,09/03/2024,4000,5200,4800
Karnataka,Bangalore,Ramanagara,Cucumbar(Kheera),Cucumbar,FAQ,09/03/2024,1600,2200,2000
Karnataka,Bangalore,Ramanagara,"Green Chilli","Green Chilly",FAQ,09/03/2024,4000,6000,5000
Karnataka,Bangalore,Ramanagara,Raddish,Raddish,FAQ,09/03/2024,1600,2400,2000
Karnataka,Bangalore,Ramanagara,Seemebadnekai,Seemebadanekai,FAQ,09/03/2024,1400,2000,1600
Karnataka,Chamrajnagar,"Chamaraj Nagar",Beetroot,Beetroot,FAQ,09/03/2024,1000,1700,1400
Karnataka,Chamrajnagar,"Chamaraj Nagar",Brinjal,Other,FAQ,09/03/2024,600,800,700
Karnataka,Chamrajnagar,"Chamaraj Nagar",Brinjal,Round/Long,FAQ,09/03/2024,800,1000,900
Karnataka,Chamrajnagar,"Chamaraj Nagar",Cucumbar(Kheera),Cucumbar,FAQ,09/03/2024,1200,1700,1450
Kerala,Alappuzha,Aroor,Banana,"Nendra Bale",Medium,09/03/2024,3400,3600,3500
Kerala,Alappuzha,Aroor,Beetroot,Other,FAQ,09/03/2024,4200,4400,4300
Kerala,Alappuzha,Aroor,Brinjal,Other,FAQ,09/03/2024,4000,4200,4100
Kerala,Alappuzha,Aroor,Carrot,Other,FAQ,09/03/2024,6800,7000,6900
Kerala,Alappuzha,Chengannur,Amphophalus,Other,FAQ,09/03/2024,3900,4200,4000
Kerala,Alappuzha,Chengannur,"Cluster beans","Cluster Beans",FAQ,09/03/2024,0,0,8000
Kerala,Alappuzha,Chengannur,Coconut,Big,FAQ,09/03/2024,3500,3800,3600
Kerala,Alappuzha,Chengannur,Cowpea(Veg),"Cowpea (Veg)",FAQ,09/03/2024,2900,3200,3000
Kerala,Alappuzha,Chengannur,"Mango (Raw-Ripe)","Mango - Raw-Ripe",FAQ,09/03/2024,0,0,6000
Kerala,Alappuzha,Chengannur,Onion,Small,FAQ,09/03/2024,2900,3200,3000
Kerala,Alappuzha,Harippad,Ashgourd,Other,FAQ,09/03/2024,1500,2000,1500
Kerala,Alappuzha,Harippad,Capsicum,Other,FAQ,09/03/2024,5000,5500,5000
Kerala,Alappuzha,Kayamkulam,Carrot,Other,FAQ,09/03/2024,6000,6200,6100
Kerala,Alappuzha,Kayamkulam,Cauliflower,Other,FAQ,09/03/2024,4000,4200,4100
Kerala,Kannur,Irikkur,Arecanut(Betelnut/Supari),Other,FAQ,09/03/2024,38000,38000,38000
Kerala,Kannur,Kannur,"Bitter gourd","Bitter Gourd",FAQ,09/03/2024,5200,5400,5300
Kerala,Kannur,Kuthuparambu,"Banana - Green","Banana - Green",FAQ,09/03/2024,3400,3800,3700
Kerala,Kollam,Anchal,Ashgourd,Other,FAQ,09/03/2024,5000,5200,5100
Kerala,Kollam,Anchal,Cabbage,Other,FAQ,09/03/2024,5600,5800,5700
Kerala,Kollam,Anchal,Carrot,Carrot,FAQ,09/03/2024,5400,5600,5500
Kerala,Kollam,Anchal,Coconut,Other,FAQ,09/03/2024,4500,4700,4600
Kerala,Kollam,Anchal,Cucumbar(Kheera),Other,FAQ,09/03/2024,2700,2900,2800
Kerala,Kollam,Anchal,Potato,Other,FAQ,09/03/2024,4000,4200,4100
Kerala,Kollam,Anchal,Snakeguard,Other,FAQ,09/03/2024,4500,4700,4600
Kerala,Kottayam,Ettumanoor,Banana,"Banana - Ripe",Medium,09/03/2024,4200,4500,4400
Kerala,Kottayam,Ettumanoor,Beetroot,Other,FAQ,09/03/2024,3200,3600,3400
Kerala,Kottayam,Ettumanoor,Colacasia,Other,FAQ,09/03/2024,5800,6200,6000
Kerala,Kottayam,Ettumanoor,Cucumbar(Kheera),Cucumbar,FAQ,09/03/2024,1800,2200,2000
Kerala,Kottayam,Ettumanoor,"Mango (Raw-Ripe)","Mango - Raw-Ripe",FAQ,09/03/2024,4800,5200,5000
Kerala,Kottayam,Ettumanoor,Onion,Onion,FAQ,09/03/2024,3300,3500,3400
Kerala,Kozhikode(Calicut),Thamarassery,Drumstick,Other,FAQ,09/03/2024,4500,5500,4800
Kerala,Kozhikode(Calicut),Thamarassery,Pumpkin,Other,FAQ,09/03/2024,2100,2400,2200
Kerala,Palakad,Pattambi,Banana,"Nendra Bale",Medium,09/03/2024,4500,5000,4800
Kerala,Palakad,Pattambi,Banana,Palayamthodan,Medium,09/03/2024,3500,4000,3800
Kerala,Palakad,Pattambi,Colacasia,Other,FAQ,09/03/2024,5500,6000,5800
Kerala,Palakad,Pattambi,Lemon,Other,FAQ,09/03/2024,4000,4500,4200
Kerala,Palakad,Pattambi,"Little gourd (Kundru)",Other,FAQ,09/03/2024,3000,3500,3200
Kerala,Palakad,Pattambi,Tomato,Other,FAQ,09/03/2024,2000,2200,2100
Kerala,Pathanamthitta,Parakkodu,Amaranthus,Other,FAQ,09/03/2024,3000,4000,3500
Kerala,Pathanamthitta,Ranniangadi,Amaranthus,Amaranthus,FAQ,09/03/2024,4000,4000,4000
Kerala,Pathanamthitta,Ranniangadi,Ashgourd,Ashgourd,FAQ,09/03/2024,2800,3000,2800
Kerala,Pathanamthitta,Ranniangadi,Banana,"Nendra Bale",Large,09/03/2024,3500,3800,3600
Kerala,Pathanamthitta,Ranniangadi,Banana,Palayamthodan,Large,09/03/2024,1400,1500,1500
Kerala,Thirssur,Chavakkad,Cabbage,Other,FAQ,09/03/2024,6000,7000,7000
Kerala,Thirssur,Chavakkad,"Green Chilli",Other,FAQ,09/03/2024,6000,8000,8000
Kerala,Thirssur,Chavakkad,"Mango (Raw-Ripe)",Other,FAQ,09/03/2024,2800,4000,4000
Kerala,Thiruvananthapuram,Aralamoodu,Amphophalus,Amphophalus,FAQ,09/03/2024,5000,6000,6000
Kerala,Thiruvananthapuram,Aralamoodu,Beetroot,Beetroot,FAQ,09/03/2024,6000,7000,7000
Kerala,Thiruvananthapuram,Maranelloor,Banana,"Nendra Bale",Large,09/03/2024,4600,4800,4700
Kerala,Thiruvananthapuram,Maranelloor,Banana,Poovan,Small,09/03/2024,2300,2800,2500
"Madhya Pradesh",Alirajpur,Jobat,Soyabean,Soyabeen,FAQ,09/03/2024,4250,4250,4250
"Madhya Pradesh",Badwani,Sendhwa,Maize,Local,FAQ,09/03/2024,1950,2200,2180
"Madhya Pradesh",Dhar,Badnawar,Wheat,Local,FAQ,09/03/2024,2075,2075,2311
"Madhya Pradesh",Indore,Gautampura,Wheat,Lokwan,FAQ,09/03/2024,2475,2565,2565
"Madhya Pradesh",Indore,Indore,Soyabean,Soyabeen,FAQ,09/03/2024,3010,3015,3015
"Madhya Pradesh",Jhabua,Thandla,Soyabean,Soyabeen,FAQ,09/03/2024,4100,4100,4100
"Madhya Pradesh",Katni,Katni,Wheat,"Mill Quality",FAQ,09/03/2024,2193,2196,2196
"Madhya Pradesh",Khargone,Bhikangaon,Wheat,Local,FAQ,09/03/2024,2250,2611,2611
"Madhya Pradesh",Raisen,Bareli,Paddy(Dhan)(Common),"Puspa (MR 301)",FAQ,09/03/2024,3460,3460,3800
"Madhya Pradesh",Rajgarh,Biaora,"Lentil (Masur)(Whole)","Masur Dal",FAQ,09/03/2024,5765,5765,5765
"Madhya Pradesh",Rewa,Rewa,Wheat,"Mill Quality",FAQ,09/03/2024,2400,2400,2400
"Madhya Pradesh",Shajapur,Akodiya,Wheat,Local,FAQ,09/03/2024,2400,2400,2400
"Madhya Pradesh",Shajapur,Sajapur,Potato,Potato,FAQ,09/03/2024,1700,1701,1701
"Madhya Pradesh",Tikamgarh,Khargapur,Wheat,"Mill Quality",FAQ,09/03/2024,2290,2298,2298
"Madhya Pradesh",Ujjain,Ujjain,Potato,Potato,FAQ,09/03/2024,1026,1750,1750
Maharashtra,Ahmednagar,Rahata,"Bottle gourd",Other,FAQ,09/03/2024,500,600,550
Maharashtra,Ahmednagar,Rahata,"Chilly Capsicum",Other,FAQ,09/03/2024,1500,1500,1500
Maharashtra,Ahmednagar,Rahata,Garlic,Other,FAQ,09/03/2024,10000,15000,12500
Maharashtra,Ahmednagar,Rahata,Methi(Leaves),Other,FAQ,09/03/2024,5,8,6
Maharashtra,Pune,Pune(Moshi),Beetroot,Other,FAQ,09/03/2024,1000,2000,1500
Maharashtra,Pune,Pune(Moshi),"Bitter gourd",Other,FAQ,09/03/2024,3000,4000,3500
Maharashtra,Pune,Pune(Moshi),"Chilly Capsicum",Other,FAQ,09/03/2024,3000,5000,4000
