State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Punjab,Tarntaran,"Naushera Pannuan","Green Chilli",Other,FAQ,09/03/2024,2800,3000,2900
Punjab,Tarntaran,"Naushera Pannuan",Methi(Leaves),Other,FAQ,09/03/2024,1300,1500,1400
Punjab,Tarntaran,Patti,Cucumbar(Kheera),Other,FAQ,09/03/2024,1500,1800,1600
Punjab,Tarntaran,Patti,"Peas Wet",Other,FAQ,09/03/2024,2200,2600,2400
Punjab,Tarntaran,Patti,Spinach,Other,FAQ,09/03/2024,400,500,450
Rajasthan,Baran,Anta,Wheat,Other,FAQ,09/03/2024,2369,2401,2385
Rajasthan,Churu,Sadulpur,"Bajra(Pearl Millet/Cumbu)",Local,FAQ,09/03/2024,1900,2000,1950
Rajasthan,Ganganagar,Sriganganagar(F&V),Brinjal,Brinjal,FAQ,09/03/2024,1400,1800,1600
Rajasthan,Ganganagar,Sriganganagar(F&V),Cauliflower,Other,FAQ,09/03/2024,1100,1300,1200
Rajasthan,Ganganagar,Sriganganagar(F&V),Chikoos(Sapota),Other,Medium,09/03/2024,4000,4400,4200
Rajasthan,Ganganagar,Sriganganagar(F&V),Lime,Other,Medium,09/03/2024,5100,5500,5300
Rajasthan,Ganganagar,Sriganganagar(F&V),"Mousambi(Sweet Lime)",Mosambi-Organic,Medium,09/03/2024,3100,3500,3300
Rajasthan,Hanumangarh,Rawatsar,Tomato,Deshi,FAQ,09/03/2024,2100,2100,2100
Rajasthan,Jalore,Jalore,Carrot,Other,FAQ,09/03/2024,600,1000,800
Rajasthan,Jalore,Jalore,Tomato,Other,FAQ,09/03/2024,800,1200,1000
Rajasthan,Tonk,Dooni,"Black Gram (Urd Beans)(Whole)","Black Gram (Whole)",FAQ,09/03/2024,7400,7400,7400
Rajasthan,Tonk,Dooni,Mustard,"Big 100 Kg",FAQ,09/03/2024,4400,4975,4688
"Tamil Nadu",Ariyalur,Andimadom,"Sesamum(Sesame,Gingelly,Til)",95/5,FAQ,09/03/2024,15289,15289,15289
"Tamil Nadu",Erode,Boothapadi,Maize,Other,FAQ,09/03/2024,2324,2324,2324
"Tamil Nadu",Kancheepuram,Tiruttani,Paddy(Dhan)(Common),"ADT 37",FAQ,09/03/2024,2240,2470,2350
"Tamil Nadu",Madurai,Madurai,Paddy(Dhan)(Common),"ADT 43",FAQ,09/03/2024,2093,2153,2123
"Tamil Nadu",Madurai,Madurai,Paddy(Dhan)(Common),"AST 16",FAQ,09/03/2024,2093,2153,2123
Telangana,Adilabad,Adilabad,Cotton,"Cotton (Unginned)",FAQ,09/03/2024,6368,7400,7400
Telangana,Adilabad,Ichoda,Cotton,Bramha,FAQ,09/03/2024,6920,6920,6920
Telangana,Karimnagar,Husnabad,Paddy(Dhan)(Common),MTU-1010,FAQ,09/03/2024,2183,2203,2200
Telangana,Karimnagar,Koratla,Paddy(Dhan)(Common),MTU-1010,FAQ,09/03/2024,2210,2210,2210
Telangana,Karimnagar,Pudur,Paddy(Dhan)(Common),MTU-1010,FAQ,09/03/2024,2203,2203,2203
Telangana,Karimnagar,Vemulawada,Cotton,"Cotton (Unginned)",FAQ,09/03/2024,6620,7020,7000
Telangana,Khammam,Charla,"Dry Chillies","Dry Chillies",FAQ,09/03/2024,20500,22000,21000
Telangana,Khammam,Wyra,Paddy(Dhan)(Common),"Samba Masuri",FAQ,09/03/2024,2183,2203,2193
Telangana,Mahbubnagar,"Wanaparthy town",Groundnut,Local,FAQ,09/03/2024,4561,6219,5881
Telangana,Medak,Sangareddy,Cabbage,Cabbage,FAQ,09/03/2024,900,1200,1100
Telangana,Nalgonda,Bhongir,Paddy(Dhan)(Common),1001,FAQ,09/03/2024,1780,1800,1780
Telangana,Nalgonda,Miryalaguda,Paddy(Dhan)(Common),"Samba Masuri",FAQ,09/03/2024,2203,2203,2203
Telangana,Nalgonda,Mothkur,Paddy(Dhan)(Common),MTU-1010,FAQ,09/03/2024,2203,2203,2203
Telangana,"Ranga Reddy",Chevella,Brinjal,Other,FAQ,09/03/2024,3500,3500,3500
Telangana,"Ranga Reddy",Chevella,"Green Chilli","Green Chilly",FAQ,09/03/2024,6000,6000,6000
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)",Cabbage,Cabbage,FAQ,09/03/2024,2100,2100,2100
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)",Cucumbar(Kheera),Cucumbar,FAQ,09/03/2024,1800,1800,1800
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)","French Beans (Frasbean)","French Beans (Frasbean)",FAQ,09/03/2024,4500,4500,4500
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)",Ridgeguard(Tori),Other,FAQ,09/03/2024,3500,3500,3500
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)","Bhindi(Ladies Finger)",Bhindi,FAQ,09/03/2024,4500,4500,4500
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)","Bitter gourd","Bitter Gourd",FAQ,09/03/2024,3800,3800,3800
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)",Cabbage,Cabbage,FAQ,09/03/2024,2100,2100,2100
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)","Cluster beans","Cluster Beans",FAQ,09/03/2024,2800,2800,2800
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)","Leafy Vegetable","Leafy Vegetables",FAQ,09/03/2024,2000,2000,2000
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)",Tomato,Deshi,FAQ,09/03/2024,1100,1100,1100
Telangana,"Ranga Reddy",Pargi,"Arhar (Tur/Red Gram)(Whole)","777 New Ind",FAQ,09/03/2024,9813,9813,9813
Telangana,"Ranga Reddy",Pargi,Maize,Hybrid/Local,FAQ,09/03/2024,2300,2300,2300
Telangana,Warangal,"Hanmarkonda(Rythu Bazar)",Cabbage,Cabbage,FAQ,09/03/2024,4400,4800,4600
Telangana,Warangal,"Hanmarkonda(Rythu Bazar)","Cluster beans","Cluster Beans",FAQ,09/03/2024,4800,5600,5200
Telangana,Warangal,"Hanmarkonda(Rythu Bazar)",Potato,Potato,FAQ,09/03/2024,2400,2800,2600
Tripura,Dhalai,Gandacharra,Cabbage,Cabbage,FAQ,09/03/2024,600,1000,800
Tripura,Dhalai,Gandacharra,Cauliflower,Local,FAQ,09/03/2024,2000,2500,2200
Tripura,Dhalai,Gandacharra,Tomato,Hybrid,FAQ,09/03/2024,2500,2900,2700
Tripura,"North Tripura",Dasda,Rice,Masuri,FAQ,09/03/2024,3300,3500,3400
"Uttar Pradesh",Agra,Achnera,Potato,Desi,FAQ,09/03/2024,900,1060,1000
"Uttar Pradesh",Agra,Achnera,Tomato,Deshi,FAQ,09/03/2024,1660,1740,1700
"Uttar Pradesh",Agra,Fatehabad,Mustard,Sarson(Black),FAQ,09/03/2024,4500,5450,5450
"Uttar Pradesh",Agra,Fatehabad,Potato,Desi,FAQ,09/03/2024,900,1000,950
"Uttar Pradesh",Balrampur,Tulsipur,Apple,"Kasmir/Shimla - II",Medium,09/03/2024,7100,7140,7120
"Uttar Pradesh",Balrampur,Tulsipur,"Green Chilli","Green Chilly",FAQ,09/03/2024,2600,2640,2620
"Uttar Pradesh",Balrampur,Tulsipur,Pumpkin,Pumpkin,FAQ,09/03/2024,1620,1650,1640
"Uttar Pradesh",Balrampur,Tulsipur,Tomato,Deshi,FAQ,09/03/2024,2010,2060,2030
"Uttar Pradesh",Balrampur,Tulsipur,Wheat,Dara,FAQ,09/03/2024,2410,2470,2430
"Uttar Pradesh",Banda,Banda,Potato,Desi,FAQ,09/03/2024,1050,1200,1125
"Uttar Pradesh",Bareilly,Anwala,Paddy(Dhan)(Common),Other,FAQ,09/03/2024,2300,2600,2400
"Uttar Pradesh",Bareilly,Anwala,Potato,Desi,FAQ,09/03/2024,700,1000,800
"Uttar Pradesh",Bareilly,Richha,Grapes,Other,Medium,09/03/2024,2450,2485,2465
"Uttar Pradesh",Bijnor,Haldaur,Gur(Jaggery),Pathari,FAQ,09/03/2024,3200,3500,3400
"Uttar Pradesh",Bulandshahar,Sikanderabad,Brinjal,Brinjal,FAQ,09/03/2024,1600,2000,1800
"Uttar Pradesh",Bulandshahar,Sikanderabad,"Green Chilli","Green Chilly",FAQ,09/03/2024,2500,2800,2600
"Uttar Pradesh",Bulandshahar,Sikanderabad,"Jack Fruit","Jack Fruit",Medium,09/03/2024,1800,2000,1900
"Uttar Pradesh",Bulandshahar,Sikanderabad,Kinnow,Kinnow,Medium,09/03/2024,1400,1600,1500
"Uttar Pradesh",Bulandshahar,Sikanderabad,Lemon,Lemon,FAQ,09/03/2024,7000,7500,7200
"Uttar Pradesh",Bulandshahar,Sikanderabad,Pomegranate,Pomogranate,Medium,09/03/2024,3000,3500,3200
"Uttar Pradesh",Bulandshahar,Sikanderabad,Potato,Potato,FAQ,09/03/2024,900,1200,1000
"Uttar Pradesh",Etah,Aliganj,Wheat,Dara,FAQ,09/03/2024,2300,2375,2350
"Uttar Pradesh",Etah,Awagarh,Cabbage,Cabbage,FAQ,09/03/2024,900,1050,950
"Uttar Pradesh",Etah,Awagarh,"Green Chilli","Green Chilly",FAQ,09/03/2024,2500,2900,2800
"Uttar Pradesh",Etawah,Bharthna,Tomato,Hybrid,FAQ,09/03/2024,1610,1810,1710
"Uttar Pradesh",Farukhabad,Kamlaganj,Paddy(Dhan)(Basmati),"Basmati 1509",FAQ,09/03/2024,2200,2300,2250
"Uttar Pradesh",Farukhabad,Kamlaganj,Paddy(Dhan)(Basmati),Sugandha,FAQ,09/03/2024,0,0,2250
"Uttar Pradesh",Fatehpur,Jahanabad,Paddy(Dhan)(Common),"Paddy Coarse",FAQ,09/03/2024,2205,2207,2206
"Uttar Pradesh",Fatehpur,Jahanabad,Wheat,Dara,FAQ,09/03/2024,2126,2128,2127
"Uttar Pradesh",Hathras,Sikandraraau,"Bajra(Pearl Millet/Cumbu)",Deshi,FAQ,09/03/2024,2090,2175,2140
"Uttar Pradesh",Hathras,Sikandraraau,Potato,Desi,FAQ,09/03/2024,740,900,845
"Uttar Pradesh","Jalaun (Orai)",Ait,Wheat,Dara,FAQ,09/03/2024,2400,2550,2500
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,"Bengal Gram Dal (Chana Dal)","Bengal Gram (Split)",FAQ,09/03/2024,6865,7065,6965
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,09/03/2024,6335,6535,6435
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,"Bottle gourd","Bottle Gourd",FAQ,09/03/2024,1670,1870,1770
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,Mustard,Sarson(Black),FAQ,09/03/2024,5385,5585,5485
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,Rice,Common,FAQ,09/03/2024,2600,2800,2700
"Uttar Pradesh",Jhansi,Baruwasagar,Ginger(Green),"Green Ginger",FAQ,09/03/2024,6500,6800,6600
"Uttar Pradesh","Jyotiba Phule Nagar",Amroha,Tomato,Deshi,FAQ,09/03/2024,1600,2000,1775
"Uttar Pradesh",Kannuj,Chhibramau(Kannuj),Wheat,Dara,FAQ,09/03/2024,2200,2450,2350
"Uttar Pradesh",Lucknow,Lucknow,Onion,Red,FAQ,09/03/2024,1900,2000,1950
"Uttar Pradesh",Mainpuri,Mainpuri,Potato,Local,FAQ,09/03/2024,900,1100,1025
"Uttar Pradesh",Muradabad,Sambhal,Apple,Delicious,Medium,09/03/2024,8500,9350,9000
"Uttar Pradesh",Muradabad,Sambhal,Potato,Desi,FAQ,09/03/2024,600,1000,800
"Uttar Pradesh",Muzaffarnagar,Kadhle,"Bhindi(Ladies Finger)",Bhindi,FAQ,09/03/2024,750,800,775
"Uttar Pradesh",Muzaffarnagar,Kadhle,"Bitter gourd","Bitter Gourd",FAQ,09/03/2024,800,820,810
"Uttar Pradesh",Muzaffarnagar,Kadhle,Cucumbar(Kheera),Cucumbar,FAQ,09/03/2024,450,500,475
"Uttar Pradesh",Muzaffarnagar,Kadhle,Ginger(Green),"Green Ginger",FAQ,09/03/2024,3900,4000,3950
"Uttar Pradesh",Muzaffarnagar,Kadhle,"Green Chilli","Green Chilly",FAQ,09/03/2024,2700,2800,2750
"Uttar Pradesh",Muzaffarnagar,Kadhle,Lemon,Lemon,FAQ,09/03/2024,2900,3000,2950
"Uttar Pradesh",Muzaffarnagar,Kairana,Brinjal,Round/Long,FAQ,09/03/2024,1300,1400,1350
"Uttar Pradesh",Saharanpur,Gangoh,Tomato,Deshi,FAQ,09/03/2024,2800,3000,2900
"Uttar Pradesh",Sitapur,"Hargaon (Laharpur)",Wood,Eucalyptus,FAQ,09/03/2024,500,600,550
Uttrakhand,Haridwar,Manglaur,Guava,Other,Medium,09/03/2024,700,1200,1000
Uttrakhand,Haridwar,Roorkee,Tomato,Other,FAQ,09/03/2024,1000,2000,1500
Uttrakhand,UdhamSinghNagar,Kicchha,Carrot,Other,FAQ,09/03/2024,800,1000,900
Uttrakhand,UdhamSinghNagar,Kicchha,Grapes,Green,Small,09/03/2024,4100,4300,4200
Uttrakhand,UdhamSinghNagar,Rudrapur,Brinjal,Other,FAQ,09/03/2024,2000,2500,2200
Uttrakhand,UdhamSinghNagar,Rudrapur,Onion,Other,FAQ,09/03/2024,2000,3000,2500
Uttrakhand,UdhamSinghNagar,Rudrapur,Pumpkin,Other,FAQ,09/03/2024,1200,1500,1400
"West Bengal",Bankura,"Bankura Sadar",Brinjal,Round/Long,FAQ,09/03/2024,900,1200,1000
"West Bengal",Bankura,"Bankura Sadar",Onion,Nasik,FAQ,09/03/2024,2100,2300,2200
"West Bengal",Bankura,"Bankura Sadar",Potato,Local,FAQ,09/03/2024,1180,1220,1200
"West Bengal",Bankura,"Bankura Sadar","Sweet Pumpkin","Sweet Pumpkin",FAQ,09/03/2024,1200,1500,1400
"West Bengal",Bankura,"Indus(Bankura Sadar)","Green Chilli","Green Chilly",FAQ,09/03/2024,4400,4700,4500
"West Bengal",Bankura,"Indus(Bankura Sadar)",Mustard,Mustard,FAQ,09/03/2024,4800,5600,5500
"West Bengal",Bankura,"Indus(Bankura Sadar)",Paddy(Dhan)(Common),Common,FAQ,09/03/2024,2000,2203,2183
"West Bengal",Bankura,"Indus(Bankura Sadar)","Sweet Pumpkin","Sweet Pumpkin",FAQ,09/03/2024,1100,1500,1400
"West Bengal",Burdwan,Asansol,Brinjal,Other,FAQ,09/03/2024,1700,1900,1800
"West Bengal",Burdwan,Asansol,Ginger(Dry),Other,FAQ,09/03/2024,11000,11600,11200
"West Bengal","Dakshin Dinajpur",Balurghat,Potato,Local,FAQ,09/03/2024,1100,1300,1200
"West Bengal",Darjeeling,Darjeeling,"Squash(Chappal Kadoo)",Other,FAQ,09/03/2024,1400,1600,1500
"West Bengal",Darjeeling,Karsiyang(Matigara),Onion,Other,FAQ,09/03/2024,2800,3000,2900
"West Bengal",Darjeeling,Karsiyang(Matigara),Raddish,Other,FAQ,09/03/2024,2500,3000,2800
"West Bengal",Darjeeling,Karsiyang(Matigara),Tomato,Other,FAQ,09/03/2024,2500,3000,2800
"West Bengal",Darjeeling,Siliguri,Tomato,Hybrid,FAQ,09/03/2024,1600,1800,1700
"West Bengal",Jalpaiguri,Belacoba,Cauliflower,Other,FAQ,09/03/2024,1200,1400,1300
"West Bengal",Jalpaiguri,Belacoba,Onion,Other,FAQ,09/03/2024,2400,2550,2500
"West Bengal",Jalpaiguri,Belacoba,Potato,Other,FAQ,09/03/2024,1050,1125,1100
"West Bengal",Jalpaiguri,Dhupguri,Cabbage,Other,FAQ,09/03/2024,500,650,600
"West Bengal",Jalpaiguri,"Jalpaiguri Sadar","Bitter gourd","Bitter Gourd",FAQ,09/03/2024,3700,3900,3800
"West Bengal",Jalpaiguri,Moynaguri,Onion,Other,FAQ,09/03/2024,2400,2600,2500
"West Bengal",Malda,"English Bazar",Potato,Local,FAQ,09/03/2024,1100,1200,1150
"West Bengal","North 24 Parganas",Barasat,Brinjal,Other,FAQ,09/03/2024,2000,2000,2000
"West Bengal","North 24 Parganas",Barasat,Onion,Other,FAQ,09/03/2024,2500,2500,2500
"Andaman and Nicobar","North and Middle Andaman ",Diglipur,Banana,"Banana - Ripe",Medium,09/03/2024,3000,4000,3500
"Andaman and Nicobar","North and Middle Andaman ",Diglipur,"Banana - Green",Other,FAQ,09/03/2024,3000,4000,3500
"Andaman and Nicobar","North and Middle Andaman ",Diglipur,"Green Chilli",Other,FAQ,09/03/2024,15000,20000,17000
"Andaman and Nicobar","North and Middle Andaman ",Diglipur,"Pointed gourd (Parval)",Other,FAQ,09/03/2024,10000,14000,12000
"Andaman and Nicobar","North and Middle Andaman ",Diglipur,Pumpkin,Other,FAQ,09/03/2024,3000,4000,3500
"Andaman and Nicobar","North and Middle Andaman ",Diglipur,Tomato,Other,FAQ,09/03/2024,5000,8000,6000
Bihar,Bhojpur,Aarah,Potato,Jyoti,FAQ,09/03/2024,1000,1100,1050
Bihar,Kishanganj,Bahadurganj,"Red Gram",AL-15,FAQ,09/03/2024,5700,6200,6000
Bihar,Rohtas,"Kochas (Balthari)",Onion,Medium,FAQ,09/03/2024,16,18,17
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),"Bottle gourd",Other,FAQ,09/03/2024,1000,2000,1600
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Ginger(Green),Other,FAQ,09/03/2024,7000,10000,9000
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),"Green Chilli",Other,FAQ,09/03/2024,3000,5000,4500
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),"Mousambi(Sweet Lime)",Other,Medium,09/03/2024,2500,4200,4000
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Onion,Other,FAQ,09/03/2024,1200,2400,2000
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),"Peas Wet",Other,FAQ,09/03/2024,3000,5000,4000
Chattisgarh,Dantewada,Gidam,"Tamarind Seed","Tamarind Seed",FAQ,09/03/2024,2800,3000,2900
Chattisgarh,Dhamtari,Belarbahara,Paddy(Dhan)(Common),"I.R. 36",FAQ,09/03/2024,1800,1800,1800
Chattisgarh,Durg,Durg,Capsicum,Capsicum,FAQ,09/03/2024,2500,2700,2700
Chattisgarh,Durg,Durg,Coriander(Leaves),Coriander,FAQ,09/03/2024,3000,3500,3500
Chattisgarh,Durg,Durg,Grapes,Green,Medium,09/03/2024,5000,6000,5000
Chattisgarh,Durg,Durg,Guar,Gwar,FAQ,09/03/2024,4000,4200,4000
Chattisgarh,Durg,Durg,Guava,"Guava Navalur",Medium,09/03/2024,3000,3200,3000
Chattisgarh,Durg,Durg,Pomegranate,Pomogranate,Medium,09/03/2024,14000,15000,15000
Chattisgarh,Durg,Durg,Tinda,Tinda,FAQ,09/03/2024,1600,1800,1800
Chattisgarh,Rajnandgaon,Rajnandgaon,Brinjal,Brinjal,FAQ,09/03/2024,1600,2000,1800
Gujarat,Amreli,Rajula,Cotton,Local,FAQ,09/03/2024,5505,8025,6765
Gujarat,Amreli,Rajula,"Cummin Seed(Jeera)","Cummin Seed(Jeera)",FAQ,09/03/2024,15000,24505,19753
Gujarat,Amreli,Rajula,Jowar(Sorghum),Local,FAQ,09/03/2024,2455,4500,3478
Gujarat,Amreli,Rajula,"Kabuli Chana(Chickpeas-White)",Kabul,FAQ,09/03/2024,3500,5500,4500
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Cauliflower,Cauliflower,FAQ,09/03/2024,1500,2000,1800
Gujarat,Banaskanth,"Deesa(Deesa Veg Yard)","Bottle gourd",Other,FAQ,09/03/2024,500,1350,925
Gujarat,Banaskanth,"Deesa(Deesa Veg Yard)",Cauliflower,Other,FAQ,09/03/2024,1500,2900,2200
Gujarat,Banaskanth,"Deesa(Deesa Veg Yard)",Lemon,Other,FAQ,09/03/2024,7000,9000,8000
Gujarat,Dahod,"Dahod(Veg. Market)","Bhindi(Ladies Finger)",Bhindi,FAQ,09/03/2024,1800,3000,2800
Gujarat,Dahod,"Dahod(Veg. Market)",Cabbage,Cabbage,FAQ,09/03/2024,600,2000,1500
Gujarat,Dahod,"Dahod(Veg. Market)",Carrot,Carrot,FAQ,09/03/2024,800,1300,1000
Gujarat,Dahod,"Dahod(Veg. Market)","Onion Green","Onion Green",FAQ,09/03/2024,1000,2500,2000
Gujarat,Dahod,"Dahod(Veg. Market)",Ridgeguard(Tori),Ridgeguard(Tori),FAQ,09/03/2024,2000,3000,2500
Gujarat,Gandhinagar,Dehgam,Paddy(Dhan)(Common),Other,FAQ,09/03/2024,2100,2425,2262
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)",Potato,Other,FAQ,09/03/2024,800,800,800
Gujarat,Jamnagar,Dhrol,"Bengal Gram(Gram)(Whole)",Other,FAQ,09/03/2024,5000,5470,5235
Gujarat,Jamnagar,Dhrol,"Cummin Seed(Jeera)",Other,FAQ,09/03/2024,20000,26000,23000
Gujarat,Morbi,"Vankaner(Sub yard)",Guar,Other,FAQ,09/03/2024,7000,8000,7500
Gujarat,Navsari,Navsari,"Bottle gourd","Bottle Gourd",FAQ,09/03/2024,750,1250,1000
Gujarat,Navsari,Navsari,"Cluster beans","Cluster Beans",FAQ,09/03/2024,5500,6500,6000
Gujarat,Rajkot,Dhoraji,"Arhar (Tur/Red Gram)(Whole)",Medium,FAQ,09/03/2024,8680,9530,9405
Gujarat,Rajkot,Dhoraji,Maize,"Deshi Red",FAQ,09/03/2024,2155,2555,2555
Gujarat,Rajkot,Dhoraji,Onion,Nasik,FAQ,09/03/2024,375,1555,1305
Gujarat,Rajkot,Rajkot,Cotton,"Narma BT Cotton",FAQ,09/03/2024,7375,8200,7800
Gujarat,Rajkot,Rajkot,Groundnut,Bold,FAQ,09/03/2024,5300,6500,6300
Gujarat,Rajkot,Rajkot,"Methi Seeds",Methiseeds,FAQ,09/03/2024,5550,7750,6750
Gujarat,Rajkot,Rajkot,Mustard,Mustard,FAQ,09/03/2024,4400,4650,4550
Gujarat,Rajkot,Rajkot,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,09/03/2024,11250,13755,12750
Gujarat,Rajkot,Rajkot,Wheat,Sharbati,FAQ,09/03/2024,2505,2975,2710
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Onion,Onion,FAQ,09/03/2024,750,1650,1300
Gujarat,Surat,Mahuva(Anaval),"Bhindi(Ladies Finger)",Other,FAQ,09/03/2024,2300,2400,2370
Gujarat,Surat,Surat,"Banana - Green",Other,FAQ,09/03/2024,900,1900,1400
Gujarat,Surat,Surat,"Bitter gourd",Other,FAQ,09/03/2024,2500,5300,3900
Gujarat,Surat,Surat,Carrot,Other,FAQ,09/03/2024,800,1700,1250
Gujarat,Surat,Surat,Cauliflower,Other,FAQ,09/03/2024,1800,3500,2650
Gujarat,Surat,Surat,Drumstick,Other,FAQ,09/03/2024,1500,3100,2300
Gujarat,Surat,Surat,"Indian Beans (Seam)",Other,FAQ,09/03/2024,1000,3300,2150
Gujarat,Surat,Surat,"Papaya (Raw)",Other,FAQ,09/03/2024,500,1100,800
Gujarat,Surat,Surat,"Pegeon Pea (Arhar Fali)",Other,FAQ,09/03/2024,2500,5000,3750
Gujarat,Surat,Surat,Tomato,Other,FAQ,09/03/2024,500,1800,1150
Gujarat,Surendranagar,Vadhvan,Drumstick,Drumstick,FAQ,09/03/2024,2000,2500,2250
Gujarat,Surendranagar,Vadhvan,"Elephant Yam (Suran)","Elephant Yam (Suran)",FAQ,09/03/2024,5000,5500,5250
Gujarat,Surendranagar,Vadhvan,Potato,Potato,FAQ,09/03/2024,1500,2000,1750
Gujarat,Surendranagar,Vadhvan,Raddish,Raddish,FAQ,09/03/2024,1000,1500,1250
Gujarat,Vadodara(Baroda),Padra,"Bhindi(Ladies Finger)",Other,FAQ,09/03/2024,2000,3000,2500
Gujarat,Vadodara(Baroda),Padra,Cabbage,Other,FAQ,09/03/2024,1000,1500,1250
Gujarat,Vadodara(Baroda),Padra,"Elephant Yam (Suran)",Other,FAQ,09/03/2024,4000,4500,4250
Gujarat,Vadodara(Baroda),Padra,"Green Chilli","Green Chilly",FAQ,09/03/2024,4000,5000,4500
Gujarat,Vadodara(Baroda),Padra,"Indian Beans (Seam)",Other,FAQ,09/03/2024,1500,2000,1750
Gujarat,Vadodara(Baroda),Padra,Potato,Other,FAQ,09/03/2024,1300,2000,1700
Gujarat,Vadodara(Baroda),Padra,Raddish,Other,FAQ,09/03/2024,1200,1500,1350
Gujarat,Vadodara(Baroda),Padra,"Sweet Potato",Other,FAQ,09/03/2024,1500,1700,1600
Gujarat,Vadodara(Baroda),Padra,Tomato,Other,FAQ,09/03/2024,1000,1500,1250
Haryana,Ambala,Shahzadpur,Carrot,Carrot,FAQ,09/03/2024,1000,1200,1100
Haryana,Ambala,Shahzadpur,"Green Chilli","Green Chilly",FAQ,09/03/2024,2500,3000,3000
Haryana,Ambala,Shahzadpur,Potato,Potato,FAQ,09/03/2024,1000,1000,1000
Haryana,Hissar,Hansi,Cabbage,Other,FAQ,09/03/2024,1000,1000,1000
Haryana,Hissar,Hansi,Chikoos(Sapota),Other,Medium,09/03/2024,2500,3000,2800
Haryana,Hissar,Hansi,"Peas Wet",Other,FAQ,09/03/2024,4000,4000,4000
Haryana,Kaithal,Cheeka,Potato,Other,FAQ,09/03/2024,700,700,700
Haryana,Kaithal,Dhand,Potato,Other,FAQ,09/03/2024,1000,1200,1180
Haryana,Kurukshetra,Iamailabad,Potato,Other,FAQ,09/03/2024,500,1560,1010
Haryana,Kurukshetra,Ladwa,Banana,Other,Medium,09/03/2024,3000,3500,3200
Haryana,Kurukshetra,Ladwa,"Bottle gourd","Bottle Gourd",FAQ,09/03/2024,2500,2500,2500
Haryana,Kurukshetra,Ladwa,Cabbage,Cabbage,FAQ,09/03/2024,1000,1000,1000
Haryana,Kurukshetra,Ladwa,Carrot,Carrot,FAQ,09/03/2024,1000,1500,1200
Haryana,Kurukshetra,Ladwa,Cucumbar(Kheera),Cucumbar,FAQ,09/03/2024,2000,2500,2200
Haryana,Kurukshetra,Ladwa,Methi(Leaves),Methi,FAQ,09/03/2024,1000,1500,1200
Haryana,Kurukshetra,Ladwa,Pear(Marasebu),Other,Medium,09/03/2024,3000,3500,3200
Haryana,Mahendragarh-Narnaul,Narnaul,Apple,Apple,Medium,09/03/2024,8000,8000,8000
Haryana,Mahendragarh-Narnaul,Narnaul,Banana,Other,Medium,09/03/2024,2500,2500,2500
Haryana,Mahendragarh-Narnaul,Narnaul,"Bhindi(Ladies Finger)",Other,FAQ,09/03/2024,4500,5000,5000
Haryana,Mahendragarh-Narnaul,Narnaul,Capsicum,Other,FAQ,09/03/2024,4500,5000,5000
Haryana,Mahendragarh-Narnaul,Narnaul,Carrot,Other,FAQ,09/03/2024,1000,1500,1300
Haryana,Mahendragarh-Narnaul,Narnaul,Grapes,Other,Medium,09/03/2024,3000,5000,4000
Haryana,Mahendragarh-Narnaul,Narnaul,"Mousambi(Sweet Lime)",Other,Medium,09/03/2024,2500,2500,2500
Haryana,Mahendragarh-Narnaul,Narnaul,"Water Melon",Other,Medium,09/03/2024,2000,2000,2000
Haryana,Mewat,Nuh,"Green Chilli",Other,FAQ,09/03/2024,1600,2500,2500
Haryana,Mewat,Nuh,"Peas Wet",Other,FAQ,09/03/2024,1400,2000,2000
Haryana,Mewat,Nuh,Potato,Other,FAQ,09/03/2024,600,600,600
Haryana,Mewat,Punhana,Cucumbar(Kheera),Cucumbar,FAQ,09/03/2024,1500,1500,1500
